X,CH1,CH2
Second,Volt,Volt
-1.5245600e-03,0.00000e+00,-4.00000e-02
-1.5241600e-03,6.00000e-01,8.00000e-02
-1.5237600e-03,0.00000e+00,-4.00000e-02
-1.5233600e-03,8.00000e-01,8.00000e-02
-1.5229600e-03,2.00000e-01,-4.00000e-02
-1.5225600e-03,8.00000e-01,8.00000e-02
-1.5221600e-03,2.00000e-01,-4.00000e-02
-1.5217600e-03,8.00000e-01,8.00000e-02
-1.5213600e-03,2.00000e-01,-4.00000e-02
-1.5209600e-03,8.00000e-01,8.00000e-02
-1.5205600e-03,2.00000e-01,-4.00000e-02
-1.5201600e-03,1.00000e+00,8.00000e-02
-1.5197600e-03,2.00000e-01,-4.00000e-02
-1.5193600e-03,8.00000e-01,8.00000e-02
-1.5189600e-03,4.00000e-01,-4.00000e-02
-1.5185600e-03,1.00000e+00,8.00000e-02
-1.5181600e-03,2.00000e-01,-4.00000e-02
-1.5177600e-03,8.00000e-01,8.00000e-02
-1.5173600e-03,0.00000e+00,-4.00000e-02
-1.5169600e-03,6.00000e-01,8.00000e-02
-1.5165600e-03,0.00000e+00,-4.00000e-02
-1.5161600e-03,6.00000e-01,8.00000e-02
-1.5157600e-03,0.00000e+00,-4.00000e-02
-1.5153601e-03,8.00000e-01,8.00000e-02
-1.5149601e-03,2.00000e-01,-4.00000e-02
-1.5145601e-03,1.00000e+00,8.00000e-02
-1.5141601e-03,2.00000e-01,-4.00000e-02
-1.5137601e-03,1.00000e+00,8.00000e-02
-1.5133601e-03,2.00000e-01,-4.00000e-02
-1.5129601e-03,8.00000e-01,8.00000e-02
-1.5125601e-03,0.00000e+00,-4.00000e-02
-1.5121601e-03,6.00000e-01,8.00000e-02
-1.5117601e-03,0.00000e+00,-4.00000e-02
-1.5113601e-03,6.00000e-01,8.00000e-02
-1.5109600e-03,0.00000e+00,-4.00000e-02
-1.5105600e-03,6.00000e-01,8.00000e-02
-1.5101600e-03,0.00000e+00,-4.00000e-02
-1.5097600e-03,8.00000e-01,8.00000e-02
-1.5093600e-03,2.00000e-01,-4.00000e-02
-1.5089600e-03,1.00000e+00,8.00000e-02
-1.5085600e-03,2.00000e-01,-4.00000e-02
-1.5081600e-03,8.00000e-01,8.00000e-02
-1.5077600e-03,2.00000e-01,-4.00000e-02
-1.5073600e-03,8.00000e-01,4.00000e-02
-1.5069600e-03,2.00000e-01,-4.00000e-02
-1.5065600e-03,8.00000e-01,8.00000e-02
-1.5061600e-03,0.00000e+00,-4.00000e-02
-1.5057600e-03,6.00000e-01,8.00000e-02
-1.5053600e-03,0.00000e+00,-4.00000e-02
-1.5049600e-03,6.00000e-01,8.00000e-02
-1.5045600e-03,0.00000e+00,-4.00000e-02
-1.5041600e-03,6.00000e-01,8.00000e-02
-1.5037600e-03,0.00000e+00,-4.00000e-02
-1.5033600e-03,6.00000e-01,8.00000e-02
-1.5029600e-03,0.00000e+00,-4.00000e-02
-1.5025600e-03,6.00000e-01,8.00000e-02
-1.5021600e-03,0.00000e+00,-4.00000e-02
-1.5017600e-03,6.00000e-01,8.00000e-02
-1.5013600e-03,0.00000e+00,-4.00000e-02
-1.5009600e-03,6.00000e-01,8.00000e-02
-1.5005600e-03,0.00000e+00,-4.00000e-02
-1.5001601e-03,6.00000e-01,8.00000e-02
-1.4997601e-03,0.00000e+00,-4.00000e-02
-1.4993601e-03,6.00000e-01,8.00000e-02
-1.4989601e-03,0.00000e+00,-4.00000e-02
-1.4985601e-03,6.00000e-01,8.00000e-02
-1.4981601e-03,2.00000e-01,-4.00000e-02
-1.4977601e-03,8.00000e-01,8.00000e-02
-1.4973601e-03,2.00000e-01,-4.00000e-02
-1.4969601e-03,8.00000e-01,8.00000e-02
-1.4965601e-03,2.00000e-01,-4.00000e-02
-1.4961601e-03,6.00000e-01,8.00000e-02
-1.4957601e-03,0.00000e+00,-4.00000e-02
-1.4953600e-03,6.00000e-01,8.00000e-02
-1.4949600e-03,0.00000e+00,-4.00000e-02
-1.4945600e-03,6.00000e-01,8.00000e-02
-1.4941600e-03,0.00000e+00,-4.00000e-02
-1.4937600e-03,6.00000e-01,8.00000e-02
-1.4933600e-03,0.00000e+00,-4.00000e-02
-1.4929600e-03,6.00000e-01,8.00000e-02
-1.4925600e-03,0.00000e+00,-4.00000e-02
-1.4921600e-03,6.00000e-01,8.00000e-02
-1.4917600e-03,2.00000e-01,-4.00000e-02
-1.4913600e-03,8.00000e-01,8.00000e-02
-1.4909600e-03,2.00000e-01,-4.00000e-02
-1.4905600e-03,8.00000e-01,8.00000e-02
-1.4901600e-03,2.00000e-01,-4.00000e-02
-1.4897600e-03,8.00000e-01,8.00000e-02
-1.4893600e-03,2.00000e-01,-4.00000e-02
-1.4889600e-03,6.00000e-01,8.00000e-02
-1.4885600e-03,0.00000e+00,-4.00000e-02
-1.4881600e-03,6.00000e-01,8.00000e-02
-1.4877600e-03,0.00000e+00,-4.00000e-02
-1.4873600e-03,6.00000e-01,8.00000e-02
-1.4869600e-03,0.00000e+00,-4.00000e-02
-1.4865600e-03,6.00000e-01,8.00000e-02
-1.4861600e-03,0.00000e+00,-4.00000e-02
-1.4857600e-03,6.00000e-01,8.00000e-02
-1.4853600e-03,0.00000e+00,-4.00000e-02
-1.4849601e-03,6.00000e-01,8.00000e-02
-1.4845601e-03,0.00000e+00,-4.00000e-02
-1.4841601e-03,6.00000e-01,8.00000e-02
-1.4837601e-03,0.00000e+00,-4.00000e-02
-1.4833601e-03,6.00000e-01,8.00000e-02
-1.4829601e-03,0.00000e+00,-4.00000e-02
-1.4825601e-03,6.00000e-01,8.00000e-02
-1.4821601e-03,0.00000e+00,-4.00000e-02
-1.4817601e-03,6.00000e-01,8.00000e-02
-1.4813601e-03,0.00000e+00,-4.00000e-02
-1.4809601e-03,6.00000e-01,8.00000e-02
-1.4805601e-03,0.00000e+00,-4.00000e-02
-1.4801600e-03,6.00000e-01,8.00000e-02
-1.4797600e-03,0.00000e+00,-4.00000e-02
-1.4793600e-03,6.00000e-01,8.00000e-02
-1.4789600e-03,0.00000e+00,-4.00000e-02
-1.4785600e-03,6.00000e-01,8.00000e-02
-1.4781600e-03,0.00000e+00,-4.00000e-02
-1.4777600e-03,6.00000e-01,8.00000e-02
-1.4773600e-03,0.00000e+00,-4.00000e-02
-1.4769600e-03,6.00000e-01,8.00000e-02
-1.4765600e-03,0.00000e+00,-4.00000e-02
-1.4761600e-03,6.00000e-01,8.00000e-02
-1.4757600e-03,0.00000e+00,-4.00000e-02
-1.4753600e-03,6.00000e-01,8.00000e-02
-1.4749600e-03,0.00000e+00,-4.00000e-02
-1.4745600e-03,6.00000e-01,8.00000e-02
-1.4741600e-03,0.00000e+00,-4.00000e-02
-1.4737600e-03,6.00000e-01,8.00000e-02
-1.4733600e-03,0.00000e+00,-4.00000e-02
-1.4729600e-03,8.00000e-01,8.00000e-02
-1.4725600e-03,0.00000e+00,-4.00000e-02
-1.4721600e-03,8.00000e-01,8.00000e-02
-1.4717600e-03,2.00000e-01,-4.00000e-02
-1.4713600e-03,8.00000e-01,8.00000e-02
-1.4709600e-03,2.00000e-01,-4.00000e-02
-1.4705600e-03,6.00000e-01,8.00000e-02
-1.4701600e-03,2.00000e-01,-4.00000e-02
-1.4697601e-03,8.00000e-01,8.00000e-02
-1.4693601e-03,2.00000e-01,-4.00000e-02
-1.4689601e-03,1.00000e+00,8.00000e-02
-1.4685601e-03,2.00000e-01,-4.00000e-02
-1.4681601e-03,1.00000e+00,8.00000e-02
-1.4677601e-03,2.00000e-01,-4.00000e-02
-1.4673601e-03,1.00000e+00,8.00000e-02
-1.4669601e-03,2.00000e-01,-4.00000e-02
-1.4665601e-03,6.00000e-01,8.00000e-02
-1.4661601e-03,0.00000e+00,-4.00000e-02
-1.4657601e-03,6.00000e-01,8.00000e-02
-1.4653601e-03,0.00000e+00,-4.00000e-02
-1.4649600e-03,6.00000e-01,8.00000e-02
-1.4645600e-03,0.00000e+00,-4.00000e-02
-1.4641600e-03,6.00000e-01,8.00000e-02
-1.4637600e-03,0.00000e+00,-4.00000e-02
-1.4633600e-03,6.00000e-01,8.00000e-02
-1.4629600e-03,0.00000e+00,-4.00000e-02
-1.4625600e-03,6.00000e-01,8.00000e-02
-1.4621600e-03,0.00000e+00,-8.00000e-02
-1.4617600e-03,6.00000e-01,8.00000e-02
-1.4613600e-03,2.00000e-01,-4.00000e-02
-1.4609600e-03,8.00000e-01,8.00000e-02
-1.4605600e-03,2.00000e-01,-4.00000e-02
-1.4601600e-03,8.00000e-01,8.00000e-02
-1.4597600e-03,0.00000e+00,-4.00000e-02
-1.4593600e-03,6.00000e-01,8.00000e-02
-1.4589600e-03,0.00000e+00,-4.00000e-02
-1.4585600e-03,6.00000e-01,8.00000e-02
-1.4581600e-03,0.00000e+00,-4.00000e-02
-1.4577600e-03,6.00000e-01,8.00000e-02
-1.4573600e-03,0.00000e+00,-4.00000e-02
-1.4569600e-03,4.00000e-01,8.00000e-02
-1.4565600e-03,0.00000e+00,-4.00000e-02
-1.4561600e-03,6.00000e-01,8.00000e-02
-1.4557600e-03,0.00000e+00,-4.00000e-02
-1.4553600e-03,6.00000e-01,8.00000e-02
-1.4549600e-03,0.00000e+00,-4.00000e-02
-1.4545600e-03,6.00000e-01,8.00000e-02
-1.4541601e-03,0.00000e+00,-4.00000e-02
-1.4537601e-03,6.00000e-01,8.00000e-02
-1.4533601e-03,0.00000e+00,-4.00000e-02
-1.4529601e-03,6.00000e-01,8.00000e-02
-1.4525601e-03,0.00000e+00,-4.00000e-02
-1.4521601e-03,6.00000e-01,8.00000e-02
-1.4517601e-03,0.00000e+00,-4.00000e-02
-1.4513601e-03,6.00000e-01,8.00000e-02
-1.4509601e-03,0.00000e+00,-4.00000e-02
-1.4505601e-03,6.00000e-01,8.00000e-02
-1.4501601e-03,0.00000e+00,-4.00000e-02
-1.4497600e-03,8.00000e-01,8.00000e-02
-1.4493600e-03,2.00000e-01,-4.00000e-02
-1.4489600e-03,8.00000e-01,8.00000e-02
-1.4485600e-03,2.00000e-01,-4.00000e-02
-1.4481600e-03,8.00000e-01,8.00000e-02
-1.4477600e-03,2.00000e-01,-4.00000e-02
-1.4473600e-03,6.00000e-01,8.00000e-02
-1.4469600e-03,2.00000e-01,-4.00000e-02
-1.4465600e-03,8.00000e-01,8.00000e-02
-1.4461600e-03,2.00000e-01,-4.00000e-02
-1.4457600e-03,6.00000e-01,8.00000e-02
-1.4453600e-03,0.00000e+00,-4.00000e-02
-1.4449600e-03,6.00000e-01,8.00000e-02
-1.4445600e-03,0.00000e+00,-8.00000e-02
-1.4441600e-03,6.00000e-01,8.00000e-02
-1.4437600e-03,0.00000e+00,-4.00000e-02
-1.4433600e-03,6.00000e-01,8.00000e-02
-1.4429600e-03,0.00000e+00,-4.00000e-02
-1.4425600e-03,8.00000e-01,8.00000e-02
-1.4421600e-03,2.00000e-01,-4.00000e-02
-1.4417600e-03,8.00000e-01,8.00000e-02
-1.4413600e-03,2.00000e-01,-4.00000e-02
-1.4409600e-03,8.00000e-01,8.00000e-02
-1.4405600e-03,0.00000e+00,-8.00000e-02
-1.4401600e-03,6.00000e-01,8.00000e-02
-1.4397600e-03,0.00000e+00,-4.00000e-02
-1.4393600e-03,6.00000e-01,8.00000e-02
-1.4389601e-03,0.00000e+00,-4.00000e-02
-1.4385601e-03,6.00000e-01,8.00000e-02
-1.4381601e-03,2.00000e-01,-4.00000e-02
-1.4377601e-03,8.00000e-01,4.00000e-02
-1.4373601e-03,2.00000e-01,-4.00000e-02
-1.4369601e-03,6.00000e-01,8.00000e-02
-1.4365601e-03,0.00000e+00,-4.00000e-02
-1.4361601e-03,6.00000e-01,8.00000e-02
-1.4357601e-03,2.00000e-01,-4.00000e-02
-1.4353601e-03,6.00000e-01,8.00000e-02
-1.4349601e-03,0.00000e+00,-4.00000e-02
-1.4345601e-03,6.00000e-01,8.00000e-02
-1.4341600e-03,0.00000e+00,-4.00000e-02
-1.4337600e-03,6.00000e-01,8.00000e-02
-1.4333600e-03,0.00000e+00,-4.00000e-02
-1.4329600e-03,6.00000e-01,8.00000e-02
-1.4325600e-03,0.00000e+00,-8.00000e-02
-1.4321600e-03,6.00000e-01,8.00000e-02
-1.4317600e-03,0.00000e+00,-4.00000e-02
-1.4313600e-03,6.00000e-01,8.00000e-02
-1.4309600e-03,0.00000e+00,-4.00000e-02
-1.4305600e-03,6.00000e-01,8.00000e-02
-1.4301600e-03,0.00000e+00,-4.00000e-02
-1.4297600e-03,6.00000e-01,8.00000e-02
-1.4293600e-03,0.00000e+00,-4.00000e-02
-1.4289600e-03,6.00000e-01,8.00000e-02
-1.4285600e-03,0.00000e+00,-4.00000e-02
-1.4281600e-03,6.00000e-01,8.00000e-02
-1.4277600e-03,0.00000e+00,-8.00000e-02
-1.4273600e-03,6.00000e-01,8.00000e-02
-1.4269600e-03,0.00000e+00,-4.00000e-02
-1.4265600e-03,8.00000e-01,8.00000e-02
-1.4261600e-03,2.00000e-01,-4.00000e-02
-1.4257600e-03,8.00000e-01,8.00000e-02
-1.4253600e-03,2.00000e-01,-4.00000e-02
-1.4249600e-03,8.00000e-01,8.00000e-02
-1.4245600e-03,2.00000e-01,-4.00000e-02
-1.4241600e-03,8.00000e-01,8.00000e-02
-1.4237601e-03,2.00000e-01,-4.00000e-02
-1.4233601e-03,8.00000e-01,8.00000e-02
-1.4229601e-03,2.00000e-01,-4.00000e-02
-1.4225601e-03,8.00000e-01,8.00000e-02
-1.4221601e-03,0.00000e+00,-4.00000e-02
-1.4217601e-03,6.00000e-01,8.00000e-02
-1.4213601e-03,0.00000e+00,-4.00000e-02
-1.4209601e-03,8.00000e-01,8.00000e-02
-1.4205601e-03,2.00000e-01,-4.00000e-02
