X,CH1
Second,Volt
1.0760000e-01,-1.68000e-01
1.0800000e-01,1.00800e+00
1.0840000e-01,-1.68000e-01
1.0880000e-01,1.00800e+00
1.0920000e-01,0.00000e+00
1.0960000e-01,1.00800e+00
1.1000000e-01,-1.68000e-01
1.1040000e-01,1.00800e+00
1.1080000e-01,0.00000e+00
1.1120000e-01,1.00800e+00
1.1160000e-01,0.00000e+00
1.1200000e-01,1.00800e+00
1.1240000e-01,0.00000e+00
1.1280000e-01,0.00000e+00
1.1320000e-01,1.00800e+00
1.1360000e-01,-1.68000e-01
1.1400000e-01,1.00800e+00
1.1440000e-01,1.00800e+00
1.1480000e-01,0.00000e+00
1.1520000e-01,0.00000e+00
1.1560000e-01,1.00800e+00
1.1600000e-01,1.00800e+00
1.1640000e-01,-1.68000e-01
1.1680000e-01,1.00800e+00
1.1720000e-01,0.00000e+00
1.1760000e-01,1.00800e+00
1.1800000e-01,-1.68000e-01
1.1840000e-01,1.00800e+00
1.1880000e-01,0.00000e+00
1.1920000e-01,1.00800e+00
1.1960000e-01,0.00000e+00
1.2000000e-01,0.00000e+00
1.2040000e-01,3.36000e+00
1.2080000e-01,1.00800e+00
1.2120000e-01,-1.68000e-01
1.2160000e-01,1.00800e+00
1.2200000e-01,0.00000e+00
1.2240000e-01,-1.68000e-01
1.2280000e-01,1.00800e+00
1.2320000e-01,0.00000e+00
1.2360000e-01,1.00800e+00
1.2400000e-01,1.00800e+00
1.2440000e-01,-1.68000e-01
1.2480000e-01,0.00000e+00
1.2520000e-01,1.00800e+00
1.2560000e-01,1.00800e+00
1.2600000e-01,-1.68000e-01
1.2639999e-01,0.00000e+00
1.2680000e-01,1.00800e+00
1.2719999e-01,0.00000e+00
1.2760000e-01,1.00800e+00
1.2799999e-01,1.00800e+00
1.2840000e-01,-1.68000e-01
1.2880000e-01,1.00800e+00
1.2920000e-01,-1.68000e-01
1.2960000e-01,1.00800e+00
1.3000000e-01,-1.68000e-01
1.3040000e-01,1.51200e+00
1.3079999e-01,0.00000e+00
1.3120000e-01,-1.68000e-01
1.3159999e-01,1.00800e+00
1.3200000e-01,1.00800e+00
1.3239999e-01,-1.68000e-01
1.3280000e-01,1.00800e+00
1.3320000e-01,0.00000e+00
1.3360000e-01,1.00800e+00
1.3400000e-01,-1.68000e-01
1.3440000e-01,1.00800e+00
1.3480000e-01,0.00000e+00
1.3519999e-01,1.00800e+00
1.3560000e-01,-1.68000e-01
1.3599999e-01,1.00800e+00
1.3640000e-01,0.00000e+00
1.3679999e-01,1.00800e+00
1.3720000e-01,-1.68000e-01
1.3760000e-01,1.00800e+00
1.3800000e-01,-1.68000e-01
1.3840000e-01,0.00000e+00
1.3880000e-01,1.00800e+00
1.3920000e-01,1.00800e+00
1.3959999e-01,-1.68000e-01
1.4000000e-01,2.52000e+00
1.4039999e-01,-1.68000e-01
1.4080000e-01,1.00800e+00
1.4119999e-01,0.00000e+00
1.4160000e-01,1.00800e+00
1.4200000e-01,-1.68000e-01
1.4240000e-01,0.00000e+00
1.4280000e-01,1.00800e+00
1.4320000e-01,0.00000e+00
1.4360000e-01,1.00800e+00
1.4399999e-01,1.00800e+00
1.4440000e-01,-1.68000e-01
1.4479999e-01,1.00800e+00
1.4520000e-01,-1.68000e-01
1.4559999e-01,0.00000e+00
1.4600000e-01,1.00800e+00
1.4640000e-01,0.00000e+00
1.4680000e-01,1.00800e+00
1.4720000e-01,1.00800e+00
1.4760000e-01,-1.68000e-01
1.4800000e-01,0.00000e+00
1.4839999e-01,1.00800e+00
1.4880000e-01,0.00000e+00
1.4919999e-01,1.00800e+00
1.4960000e-01,-1.68000e-01
1.4999999e-01,1.00800e+00
1.5040000e-01,-1.68000e-01
1.5079999e-01,1.17600e+00
1.5120000e-01,1.00800e+00
1.5160000e-01,-1.68000e-01
1.5200000e-01,0.00000e+00
1.5240000e-01,1.00800e+00
1.5279999e-01,-1.68000e-01
1.5320000e-01,1.00800e+00
1.5359999e-01,1.00800e+00
1.5400000e-01,-1.68000e-01
1.5439999e-01,0.00000e+00
1.5480000e-01,1.00800e+00
1.5519999e-01,0.00000e+00
1.5560000e-01,1.00800e+00
1.5600000e-01,1.00800e+00
1.5640000e-01,-1.68000e-01
1.5680000e-01,0.00000e+00
1.5719999e-01,1.00800e+00
1.5760000e-01,1.00800e+00
1.5799999e-01,-1.68000e-01
1.5840000e-01,1.00800e+00
1.5879999e-01,-1.68000e-01
1.5920000e-01,-1.68000e-01
1.5959999e-01,1.00800e+00
1.6000000e-01,0.00000e+00
1.6040000e-01,2.35200e+00
1.6080000e-01,1.00800e+00
1.6120000e-01,-1.68000e-01
1.6159999e-01,0.00000e+00
1.6200000e-01,1.00800e+00
1.6239999e-01,1.00800e+00
1.6280000e-01,-1.68000e-01
1.6319999e-01,-1.68000e-01
1.6360000e-01,1.00800e+00
1.6399999e-01,-1.68000e-01
1.6440000e-01,1.00800e+00
1.6479999e-01,1.00800e+00
1.6520000e-01,-1.68000e-01
1.6560000e-01,1.00800e+00
1.6599999e-01,-1.68000e-01
1.6640000e-01,1.00800e+00
1.6679999e-01,-1.68000e-01
1.6720000e-01,1.00800e+00
1.6759999e-01,-1.68000e-01
1.6800000e-01,0.00000e+00
1.6839999e-01,1.00800e+00
1.6880000e-01,1.00800e+00
1.6919999e-01,-1.68000e-01
1.6960000e-01,0.00000e+00
1.6999999e-01,1.00800e+00
1.7039999e-01,-1.68000e-01
1.7080000e-01,1.51200e+00
1.7119999e-01,1.00800e+00
1.7160000e-01,-1.68000e-01
1.7199999e-01,-1.68000e-01
1.7240000e-01,1.00800e+00
1.7279999e-01,0.00000e+00
1.7320000e-01,1.00800e+00
1.7359999e-01,-1.68000e-01
1.7399999e-01,1.00800e+00
1.7439999e-01,0.00000e+00
1.7479999e-01,1.00800e+00
1.7519999e-01,1.00800e+00
1.7559999e-01,-1.68000e-01
1.7600000e-01,0.00000e+00
1.7639999e-01,1.00800e+00
1.7680000e-01,0.00000e+00
1.7719999e-01,1.00800e+00
1.7760000e-01,0.00000e+00
1.7799999e-01,1.00800e+00
1.7839999e-01,0.00000e+00
1.7879999e-01,1.00800e+00
1.7919999e-01,-1.68000e-01
1.7959999e-01,1.00800e+00
1.7999999e-01,-1.68000e-01
1.8040000e-01,2.01600e+00
1.8079999e-01,0.00000e+00
1.8120000e-01,1.00800e+00
1.8159999e-01,0.00000e+00
1.8200000e-01,1.00800e+00
1.8239999e-01,1.00800e+00
1.8279999e-01,-1.68000e-01
1.8319999e-01,1.00800e+00
1.8359999e-01,-1.68000e-01
1.8399999e-01,-1.68000e-01
1.8439999e-01,1.00800e+00
1.8480000e-01,0.00000e+00
1.8519999e-01,1.00800e+00
1.8560000e-01,0.00000e+00
1.8599999e-01,1.00800e+00
1.8640000e-01,0.00000e+00
1.8679999e-01,1.00800e+00
1.8719999e-01,-1.68000e-01
1.8759999e-01,1.00800e+00
1.8799999e-01,-1.68000e-01
1.8839999e-01,1.00800e+00
1.8879999e-01,1.00800e+00
1.8919998e-01,-1.68000e-01
1.8959999e-01,1.00800e+00
1.9000000e-01,-1.68000e-01
1.9039999e-01,-1.68000e-01
1.9080000e-01,1.17600e+00
1.9119999e-01,1.00800e+00
1.9159999e-01,-1.68000e-01
1.9199999e-01,0.00000e+00
1.9239999e-01,1.00800e+00
1.9279999e-01,-1.68000e-01
1.9319999e-01,1.00800e+00
1.9359998e-01,0.00000e+00
1.9399999e-01,1.00800e+00
1.9440000e-01,0.00000e+00
1.9479999e-01,1.00800e+00
1.9520000e-01,0.00000e+00
1.9559999e-01,1.00800e+00
1.9599999e-01,0.00000e+00
1.9639999e-01,1.00800e+00
1.9679999e-01,0.00000e+00
1.9719999e-01,1.00800e+00
1.9759999e-01,0.00000e+00
1.9799998e-01,1.00800e+00
1.9839999e-01,0.00000e+00
1.9880000e-01,1.00800e+00
1.9919999e-01,0.00000e+00
1.9960000e-01,1.00800e+00
1.9999999e-01,1.68000e+00
2.0039999e-01,-1.68000e-01
2.0079999e-01,0.00000e+00
2.0119999e-01,1.00800e+00
2.0159999e-01,0.00000e+00
2.0199999e-01,1.00800e+00
2.0239998e-01,0.00000e+00
2.0279999e-01,1.00800e+00
2.0319998e-01,0.00000e+00
2.0359999e-01,1.00800e+00
2.0400000e-01,1.00800e+00
2.0439999e-01,-1.68000e-01
2.0479999e-01,-1.68000e-01
2.0519999e-01,1.00800e+00
2.0559999e-01,1.00800e+00
2.0599999e-01,-1.68000e-01
2.0639999e-01,-1.68000e-01
2.0679998e-01,1.00800e+00
2.0719999e-01,0.00000e+00
2.0759998e-01,1.00800e+00
2.0799999e-01,0.00000e+00
2.0840000e-01,1.00800e+00
2.0879999e-01,0.00000e+00
2.0919999e-01,1.00800e+00
2.0959999e-01,0.00000e+00
2.0999999e-01,1.00800e+00
2.1039999e-01,0.00000e+00
2.1079999e-01,1.17600e+00
2.1119998e-01,0.00000e+00
2.1159999e-01,1.00800e+00
2.1199998e-01,1.00800e+00
2.1239999e-01,-1.68000e-01
2.1280000e-01,0.00000e+00
2.1319999e-01,1.00800e+00
2.1359999e-01,1.00800e+00
2.1399999e-01,-1.68000e-01
2.1439999e-01,0.00000e+00
2.1479999e-01,1.00800e+00
2.1519999e-01,1.00800e+00
2.1559998e-01,-1.68000e-01
2.1599999e-01,-1.68000e-01
2.1639998e-01,1.00800e+00
2.1679999e-01,0.00000e+00
2.1719998e-01,1.00800e+00
2.1759999e-01,1.00800e+00
2.1799999e-01,-1.68000e-01
2.1839999e-01,0.00000e+00
2.1879999e-01,1.00800e+00
2.1919999e-01,0.00000e+00
2.1959999e-01,1.17600e+00
2.1999998e-01,-1.68000e-01
2.2039999e-01,1.00800e+00
2.2079998e-01,-1.68000e-01
2.2119999e-01,1.00800e+00
2.2159998e-01,1.00800e+00
2.2199999e-01,-1.68000e-01
2.2239999e-01,-1.68000e-01
2.2279999e-01,1.00800e+00
